"annee","etablissement","academie","domaine","discipline","situation","nombre_de_reponses","taux_de_reponse","poids_de_la_discipline","taux_dinsertion","emplois_cadre_ou_professions_intermediaires","emplois_stables","emplois_a_temps_plein","salaire_net_median_des_emplois_a_temps_plein","salaire_brut_annuel_estime","de_diplomes_boursiers","taux_de_chomage_regional","salaire_net_mensuel_median_regional","emplois_cadre","emplois_exterieurs_a_la_region_de_luniversite","femmes","salaire_net_mensuel_regional_1er_quartile","salaire_net_mensuel_regional_3eme_quartile"
2010,"Paris René Descartes","Paris","Sciences humaines et sociales","Psychologie","30 mois après le diplôme",125,75,30,"96","96","58","58","1700","26500",21,"8.8","1990","","","","",""
2010,"Paris René Descartes","Paris","Sciences humaines et sociales","Autres sciences humaines et sociales","30 mois après le diplôme",61,76,16,"83","88","74","90","1970","30700",21,"8.8","1990","","","","",""
2010,"Paris Pierre et Marie Curie","Paris","Sciences, technologies et santé","Sciences fondamentales","30 mois après le diplôme",64,59,21,"94","100","88","100","2230","34700",22,"8.8","1990","","","","",""
2010,"Paris 7 - Denis Diderot","Paris","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",125,60,46,"95","96","68","98","2080","32500",16,"8.8","1990","","","","",""
2010,"Paris 7 - Denis Diderot","Paris","Sciences, technologies et santé","Sciences de la vie et de la terre","30 mois après le diplôme",51,70,18,"96","94","53","100","1880","29300",16,"8.8","1990","","","","",""
2010,"Paris-Est Marne-la-Vallée","Créteil","Sciences humaines et sociales","Information communication","30 mois après le diplôme",95,74,19,"94","98","97","100","2380","37100",16,"8.8","1990","","","","",""
2010,"Versailles Saint-Quentin-en-Yvelines","Versailles","Droit, économie et gestion","Économie","30 mois après le diplôme",40,42,14,"83","87","73","91","","",15,"8.8","1990","","","","",""
2010,"Versailles Saint-Quentin-en-Yvelines","Versailles","Droit, économie et gestion","Gestion","30 mois après le diplôme",65,50,23,"94","97","75","97","","",15,"8.8","1990","","","","",""
2010,"Versailles Saint-Quentin-en-Yvelines","Versailles","Sciences, technologies et santé","Sciences fondamentales","30 mois après le diplôme",51,64,15,"92","100","91","100","","",15,"8.8","1990","","","","",""
2010,"Amiens - Picardie Jules-Verne","Amiens","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",146,72,42,"95","88","74","86","1850","28900",32,"12.3","1760","","","","",""
2010,"Amiens - Picardie Jules-Verne","Amiens","Sciences humaines et sociales","Psychologie","30 mois après le diplôme",55,83,15,"95","90","69","67","1630","25500",32,"12.3","1760","","","","",""
2010,"Toulon - Sud Toulon Var","Nice","Lettres, langues, arts","Lettres, langues, arts","30 mois après le diplôme",41,84,16,"85","","63","91","","",40,"11.7","1750","","","","",""
2012,"Rouen","Rouen","Sciences, technologies et santé","Sciences de l'ingénieur","18 mois après le diplôme",30,70,8,"80","","","","","",37,"11.1","1800","","","16","1460","2120"
2012,"Rouen","Rouen","Sciences, technologies et santé","Informatique","18 mois après le diplôme",30,69,8,"90","","","","","",37,"11.1","1800","","","6","1460","2120"
2012,"Saint-Etienne - Jean Monnet","Lyon","Lettres, langues, arts","Lettres, langues, arts","18 mois après le diplôme",44,82,15,"95","79","68","84","","",31,"8.9","1780","47","50","63","1430","2130"
2012,"Saint-Etienne - Jean Monnet","Lyon","Sciences, technologies et santé","Ensemble sciences, technologies et santé","18 mois après le diplôme",38,79,14,"86","91","69","94","","",31,"8.9","1780","71","","36","1430","2130"
2012,"Strasbourg","Strasbourg","Droit, économie et gestion","Gestion","18 mois après le diplôme",184,76,23,"93","76","72","99","1870","29100",23,"9.3","1760","53","48","54","1430","2080"
2012,"Strasbourg","Strasbourg","Lettres, langues, arts","Lettres, langues, arts","18 mois après le diplôme",94,78,12,"84","68","62","83","1500","23400",23,"9.3","1760","42","61","73","1430","2080"
2012,"Toulouse - Jean Jaures","Toulouse","Droit, économie et gestion","Gestion","18 mois après le diplôme",32,72,10,"78","","","","","",37,"10.5","1760","","","75","1420","2090"
2012,"Toulouse 3 - Paul Sabatier","Toulouse","Droit, économie et gestion","Gestion","18 mois après le diplôme",46,71,9,"96","88","79","95","1940","30300",40,"10.5","1760","74","27","54","1420","2090"
2012,"Toulouse 3 - Paul Sabatier","Toulouse","Sciences humaines et sociales","Ensemble sciences humaines et sociales","18 mois après le diplôme",44,80,7,"81","91","85","94","1920","29900",40,"10.5","1760","82","20","36","1420","2090"
2012,"Toulouse 3 - Paul Sabatier","Toulouse","Sciences humaines et sociales","Information communication","18 mois après le diplôme",44,80,7,"81","91","85","94","1920","29900",40,"10.5","1760","82","20","36","1420","2090"
2012,"Toulouse 3 - Paul Sabatier","Toulouse","Sciences, technologies et santé","Ensemble sciences, technologies et santé","18 mois après le diplôme",533,87,84,"86","91","70","96","1900","29600",40,"10.5","1760","74","36","29","1420","2090"
2012,"Tours - François Rabelais","Orléans-Tours","Sciences, technologies et santé","Sciences de la vie et de la terre","18 mois après le diplôme",42,71,10,"83","82","35","97","","",27,"9.8","1780","55","54","71","1460","2110"
2012,"Valenciennes - Hainaut-Cambrésis","Lille","Droit, économie et gestion","Droit","18 mois après le diplôme",35,64,11,"94","79","70","97","","",27,"13","1780","36","41","82","1450","2080"
2012,"Valenciennes - Hainaut-Cambrésis","Lille","Sciences, technologies et santé","Ensemble sciences, technologies et santé","18 mois après le diplôme",158,81,45,"89","99","61","99","1800","28000",27,"13","1780","57","34","31","1450","2080"
2012,"Valenciennes - Hainaut-Cambrésis","Lille","Sciences, technologies et santé","Informatique","18 mois après le diplôme",31,88,9,"87","","","","","",27,"13","1780","","13","","1450","2080"
2012,"Versailles Saint-Quentin-en-Yvelines","Versailles","Droit, économie et gestion","Droit","18 mois après le diplôme",57,62,14,"91","85","47","92","2010","31300",11,"9","2020","72","29","78","1580","2530"
2012,"Amiens - Picardie Jules-Verne","Amiens","Masters enseignement","Masters enseignement","18 mois après le diplôme",118,69,100,"98","91","79","87","1660","25900",49,"11.7","1790","81","10","82","1460","2080"
2012,"Angers","Nantes","Masters enseignement","Masters enseignement","18 mois après le diplôme",69,67,100,"99","93","81","86","1680","26200",52,"9","1710","86","36","86","1400","2010"
2012,"Artois","Lille","Masters enseignement","Masters enseignement","18 mois après le diplôme",318,81,100,"97","88","74","82","1680","26300",44,"13","1780","74","11","87","1450","2080"
2012,"Besançon - Franche-Comté","Besançon","Masters enseignement","Masters enseignement","18 mois après le diplôme",111,86,100,"96","84","79","82","1650","25700",35,"9.6","1760","78","37","81","1420","2060"
2012,"Bordeaux","Bordeaux","Masters enseignement","Masters enseignement","18 mois après le diplôme",152,71,100,"92","52","46","60","1690","26300",35,"10","1710","43","47","89","1360","2030"
2012,"Caen - Basse-Normandie","Caen","Masters enseignement","Masters enseignement","18 mois après le diplôme",101,79,100,"99","86","79","90","1670","26100",41,"9.3","1720","82","40","82","1400","2010"
2012,"Le Mans - Maine","Nantes","Masters enseignement","Masters enseignement","18 mois après le diplôme",83,91,100,"99","73","78","86","1650","25800",41,"9","1710","64","26","76","1400","2010"
2012,"Lille 1 - Sciences technologies","Lille","Masters enseignement","Masters enseignement","18 mois après le diplôme",53,86,100,"98","98","85","96","1780","27800",32,"13","1780","80","36","52","1450","2080"
2012,"Lyon 2 - Lumière","Lyon","Masters enseignement","Masters enseignement","18 mois après le diplôme",53,68,100,"96","64","64","82","1600","25000",36,"8.9","1780","56","10","98","1430","2130"
2012,"Paris Ouest Nanterre La Défense","Versailles","Masters enseignement","Masters enseignement","18 mois après le diplôme",30,57,100,"100","87","91","89","","",24,"9","2020","69","5","86","1580","2530"
2012,"Reims - Champagne Ardenne","Reims","Masters enseignement","Masters enseignement","18 mois après le diplôme",129,77,100,"96","76","69","81","1630","25400",48,"11","1780","62","25","92","1460","2100"
2012,"Rennes 2 - Haute Bretagne","Rennes","Masters enseignement","Masters enseignement","18 mois après le diplôme",84,63,100,"97","92","92","95","1730","27000",45,"9","1700","80","63","74","1380","2020"
2012,"Rouen","Rouen","Masters enseignement","Masters enseignement","18 mois après le diplôme",119,69,100,"100","86","80","85","1680","26200",26,"11.1","1800","78","19","80","1460","2120"
2012,"Toulouse 3 - Paul Sabatier","Toulouse","Masters enseignement","Masters enseignement","18 mois après le diplôme",42,79,100,"100","97","98","100","1800","28100",29,"10.5","1760","85","61","50","1420","2090"
2012,"Montpellier","Montpellier","Droit, économie et gestion","Droit","30 mois après le diplôme",102,63,15,"92","90","78","96","1900","29600",36,"14.3","1680","60","98","66","1310","2010"
2012,"Montpellier","Montpellier","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",336,74,41,"87","93","65","95","1800","28100",36,"14.3","1680","65","97","56","1310","2010"
2012,"Montpellier","Montpellier","Sciences, technologies et santé","Autres sciences, technologies et santé","30 mois après le diplôme",33,54,5,"94","84","74","87","","",36,"14.3","1680","35","100","42","1310","2010"
2012,"Aix-Marseille","Aix-Marseille","Droit, économie et gestion","Autres formations juridiques, économiques et de gestion","30 mois après le diplôme",33,87,3,"85","","","","","",29,"11.7","1790","","","65","1390","2170"
2012,"Aix-Marseille","Aix-Marseille","Sciences humaines et sociales","Psychologie","30 mois après le diplôme",82,74,6,"84","81","54","62","1600","25000",29,"11.7","1790","68","32","81","1390","2170"
2012,"Aix-Marseille","Aix-Marseille","Sciences, technologies et santé","Sciences de l'ingénieur","30 mois après le diplôme",68,73,5,"88","93","85","98","2250","35100",29,"11.7","1790","80","53","41","1390","2170"
2012,"Antilles-Guyane","Guadeloupe","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",47,73,54,"91","63","44","95","1780","27800",46,"","","37","","80","",""
2012,"Avignon","Aix-Marseille","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",52,67,40,"90","98","79","98","1900","29600",34,"11.7","1790","58","56","42","1390","2170"
2012,"Bordeaux","Bordeaux","Sciences humaines et sociales","Psychologie","30 mois après le diplôme",67,89,7,"87","95","59","60","1660","25900",28,"10","1710","87","48","85","1360","2030"
2012,"Bordeaux","Bordeaux","Sciences, technologies et santé","Sciences fondamentales","30 mois après le diplôme",63,84,7,"89","98","71","98","2000","31200",28,"10","1710","76","69","37","1360","2030"
2012,"Bordeaux - Montaigne","Bordeaux","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",186,79,63,"81","76","52","91","1640","25600",38,"10","1710","53","54","62","1360","2030"
2012,"Bordeaux - Montaigne","Bordeaux","Sciences humaines et sociales","Information communication","30 mois après le diplôme",88,80,30,"85","78","52","93","1630","25400",38,"10","1710","56","66","62","1360","2030"
2012,"Brest - Bretagne occidentale","Rennes","Droit, économie et gestion","Gestion","30 mois après le diplôme",60,78,17,"95","72","77","96","1650","25700",37,"9","1700","31","30","61","1380","2020"
2012,"Brest - Bretagne occidentale","Rennes","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",42,81,11,"88","94","41","81","","",37,"9","1700","57","73","64","1380","2020"
2012,"Caen - Basse-Normandie","Caen","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",253,74,51,"91","83","80","96","2060","32100",26,"9.3","1720","58","67","59","1400","2010"
2012,"Cergy-Pontoise","Versailles","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",135,57,43,"95","95","86","100","2330","36400",16,"9","2020","82","11","65","1580","2530"
2012,"Cergy-Pontoise","Versailles","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",65,65,19,"88","77","70","95","1820","28400",16,"9","2020","50","31","50","1580","2530"
2012,"Cergy-Pontoise","Versailles","Sciences, technologies et santé","Autres sciences, technologies et santé","30 mois après le diplôme",30,77,8,"90","","","","","",16,"9","2020","","","50","1580","2530"
2012,"Chambéry - Savoie","Grenoble","Droit, économie et gestion","Gestion","30 mois après le diplôme",216,85,50,"93","62","71","95","1870","29100",33,"8.9","1780","33","51","64","1430","2130"
2012,"Chambéry - Savoie","Grenoble","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",79,92,17,"86","85","57","72","1580","24700",33,"8.9","1780","67","40","79","1430","2130"
2012,"Chambéry - Savoie","Grenoble","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",93,95,19,"96","93","82","100","1860","28900",33,"8.9","1780","67","32","25","1430","2130"
2012,"Chambéry - Savoie","Grenoble","Sciences, technologies et santé","Informatique","30 mois après le diplôme",41,96,8,"100","100","98","100","2150","33500",33,"8.9","1780","95","39","7","1430","2130"
2012,"Clermont-Ferrand 2 - Blaise Pascal","Clermont-Ferrand","Sciences, technologies et santé","Sciences de la vie et de la terre","30 mois après le diplôme",40,79,14,"83","97","70","88","","",41,"8.9","1740","62","75","55","1400","2020"
2012,"Dijon - Bourgogne","Dijon","Sciences, technologies et santé","Sciences fondamentales","30 mois après le diplôme",44,63,9,"91","98","78","95","1900","29600",47,"9.3","1750","52","72","50","1410","2030"
2012,"Evry Val-d'Essonne","Versailles","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",133,69,46,"86","72","57","97","2110","32900",17,"9","2020","57","11","62","1580","2530"
2011,"Brest - Bretagne occidentale","Rennes","Masters enseignement","Masters enseignement","30 mois après le diplôme",126,45,37,"97","85","82","86","1680","26100",39,"8.5","1650","80","39","80","",""
2011,"Brest - Bretagne occidentale","Rennes","Masters enseignement","Masters enseignement : premier degré","30 mois après le diplôme",80,38,28,"98","82","77","82","1640","25600",39,"8.5","1650","75","30","84","",""
2011,"Aix-Marseille","Aix-Marseille","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",302,76,17,"81","81","66","76","1610","25100",29,"11.2","1730","56","44","74","",""
